"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"LUX","GFCFASSET","CULTASSET","PC_GFCF","A","2017",0.072449995353563,
"ESP","GFCFASSET","CULTASSET","PC_GFCF","A","2007",0.338248617203891,
"ESP","GFCFASSET","CULTASSET","PC_GFCF","A","2008",0.424763236665195,
"ESP","GFCFASSET","CULTASSET","PC_GFCF","A","2009",0.55771641034823,
"ESP","GFCFASSET","CULTASSET","PC_GFCF","A","2010",0.47753497170535,
"ESP","GFCFASSET","CULTASSET","PC_GFCF","A","2011",0.490682257138383,
"ESP","GFCFASSET","CULTASSET","PC_GFCF","A","2012",0.542657125228941,
"ESP","GFCFASSET","CULTASSET","PC_GFCF","A","2013",0.586886796866472,
"ESP","GFCFASSET","CULTASSET","PC_GFCF","A","2014",0.674606146855417,
"ESP","GFCFASSET","CULTASSET","PC_GFCF","A","2015",0.869447781906917,
"ESP","GFCFASSET","CULTASSET","PC_GFCF","A","2016",0.893645436985448,"E"
"ESP","GFCFASSET","CULTASSET","PC_GFCF","A","2017",0.794720278549667,"E"
"FIN","GFCFASSET","CULTASSET","PC_GFCF","A","2007",0.124160255415383,
"FIN","GFCFASSET","CULTASSET","PC_GFCF","A","2008",0.126997565879987,
"FIN","GFCFASSET","CULTASSET","PC_GFCF","A","2009",0.123825478913249,
"FIN","GFCFASSET","CULTASSET","PC_GFCF","A","2010",0.124593848484108,
"FIN","GFCFASSET","CULTASSET","PC_GFCF","A","2011",0.102789008428699,
"FIN","GFCFASSET","CULTASSET","PC_GFCF","A","2012",0.08966599417171,
"FIN","GFCFASSET","CULTASSET","PC_GFCF","A","2013",0.09284404521505,
"FIN","GFCFASSET","CULTASSET","PC_GFCF","A","2014",0.094708180419084,
"FIN","GFCFASSET","CULTASSET","PC_GFCF","A","2015",0.086624681010465,
"FIN","GFCFASSET","CULTASSET","PC_GFCF","A","2016",0.064042353343011,
"FIN","GFCFASSET","CULTASSET","PC_GFCF","A","2017",0.064544757755456,
"BEL","GFCFASSET","CULTASSET","PC_GFCF","A","2007",0.244586998808903,
"BEL","GFCFASSET","CULTASSET","PC_GFCF","A","2008",0.271894710304904,
"BEL","GFCFASSET","CULTASSET","PC_GFCF","A","2009",0.216297729254649,
"BEL","GFCFASSET","CULTASSET","PC_GFCF","A","2010",0.197210927820298,
"BEL","GFCFASSET","CULTASSET","PC_GFCF","A","2011",0.220186101058996,
"BEL","GFCFASSET","CULTASSET","PC_GFCF","A","2012",0.230975068380026,
"BEL","GFCFASSET","CULTASSET","PC_GFCF","A","2013",0.216231883391206,
"BEL","GFCFASSET","CULTASSET","PC_GFCF","A","2014",0.20648557856109,
"BEL","GFCFASSET","CULTASSET","PC_GFCF","A","2015",0.071699154139494,
"BEL","GFCFASSET","CULTASSET","PC_GFCF","A","2016",0.067687186341513,
"BEL","GFCFASSET","CULTASSET","PC_GFCF","A","2017",0.067082864787312,
"IRL","GFCFASSET","CULTASSET","PC_GFCF","A","2007",-0.050139015569167,
"IRL","GFCFASSET","CULTASSET","PC_GFCF","A","2008",0.004777470348886,
"IRL","GFCFASSET","CULTASSET","PC_GFCF","A","2009",-0.121712527220774,
"IRL","GFCFASSET","CULTASSET","PC_GFCF","A","2010",-0.18530025137319,
"IRL","GFCFASSET","CULTASSET","PC_GFCF","A","2011",0.066405300535383,
"IRL","GFCFASSET","CULTASSET","PC_GFCF","A","2012",0.24144642927025,
"IRL","GFCFASSET","CULTASSET","PC_GFCF","A","2013",-0.059180159447747,
"IRL","GFCFASSET","CULTASSET","PC_GFCF","A","2014",0.002465649680435,
"IRL","GFCFASSET","CULTASSET","PC_GFCF","A","2015",0.201325610659308,
"IRL","GFCFASSET","CULTASSET","PC_GFCF","A","2016",0.035732244804434,
"IRL","GFCFASSET","CULTASSET","PC_GFCF","A","2017",0.030641520919764,
"POL","GFCFASSET","CULTASSET","PC_GFCF","A","2007",0.161933607221039,
"POL","GFCFASSET","CULTASSET","PC_GFCF","A","2008",0.15385029726436,
"POL","GFCFASSET","CULTASSET","PC_GFCF","A","2009",0.171646103123619,
"POL","GFCFASSET","CULTASSET","PC_GFCF","A","2010",0.162023140315451,
"POL","GFCFASSET","CULTASSET","PC_GFCF","A","2011",0.167553806989123,
"POL","GFCFASSET","CULTASSET","PC_GFCF","A","2012",0.158473199111806,
"POL","GFCFASSET","CULTASSET","PC_GFCF","A","2013",0.158167439323698,
"POL","GFCFASSET","CULTASSET","PC_GFCF","A","2014",0.167359578536723,
"POL","GFCFASSET","CULTASSET","PC_GFCF","A","2015",0.154084483664832,
"POL","GFCFASSET","CULTASSET","PC_GFCF","A","2016",0.175218127165974,
"POL","GFCFASSET","CULTASSET","PC_GFCF","A","2017",0.170867878258056,
"HUN","GFCFASSET","CULTASSET","PC_GFCF","A","2007",0.654682694894123,
"HUN","GFCFASSET","CULTASSET","PC_GFCF","A","2008",0.713750027396947,
"HUN","GFCFASSET","CULTASSET","PC_GFCF","A","2009",0.798650847437287,
"HUN","GFCFASSET","CULTASSET","PC_GFCF","A","2010",0.931852945926183,
"HUN","GFCFASSET","CULTASSET","PC_GFCF","A","2011",0.974270208690352,
"HUN","GFCFASSET","CULTASSET","PC_GFCF","A","2012",0.908183566172952,
"HUN","GFCFASSET","CULTASSET","PC_GFCF","A","2013",0.679889712310698,
"HUN","GFCFASSET","CULTASSET","PC_GFCF","A","2014",0.726401067638321,
"HUN","GFCFASSET","CULTASSET","PC_GFCF","A","2015",0.660020445408229,
"HUN","GFCFASSET","CULTASSET","PC_GFCF","A","2016",0.699121773525863,
"HUN","GFCFASSET","CULTASSET","PC_GFCF","A","2017",0.60212475579356,
"EST","GFCFASSET","CULTASSET","PC_GFCF","A","2007",0.258135154479347,
"EST","GFCFASSET","CULTASSET","PC_GFCF","A","2008",0.420978798468924,
"EST","GFCFASSET","CULTASSET","PC_GFCF","A","2009",0.669765529807179,
"EST","GFCFASSET","CULTASSET","PC_GFCF","A","2010",0.603016648171259,
"EST","GFCFASSET","CULTASSET","PC_GFCF","A","2011",0.538037620840972,
"EST","GFCFASSET","CULTASSET","PC_GFCF","A","2012",0.300035331314349,
"EST","GFCFASSET","CULTASSET","PC_GFCF","A","2013",0.505394202909476,
"EST","GFCFASSET","CULTASSET","PC_GFCF","A","2014",0.518544753444698,
"EST","GFCFASSET","CULTASSET","PC_GFCF","A","2015",0.52704219149836,
"EST","GFCFASSET","CULTASSET","PC_GFCF","A","2016",0.936464187121761,
"EST","GFCFASSET","CULTASSET","PC_GFCF","A","2017",0.256745060508575,
"AUT","GFCFASSET","CULTASSET","PC_GFCF","A","2007",0.248927039945568,
"AUT","GFCFASSET","CULTASSET","PC_GFCF","A","2008",0.23545794889217,
"AUT","GFCFASSET","CULTASSET","PC_GFCF","A","2009",0.235442344274639,
"AUT","GFCFASSET","CULTASSET","PC_GFCF","A","2010",0.203430208885268,
"AUT","GFCFASSET","CULTASSET","PC_GFCF","A","2011",0.179362596986737,
"AUT","GFCFASSET","CULTASSET","PC_GFCF","A","2012",0.14271332108308,
"AUT","GFCFASSET","CULTASSET","PC_GFCF","A","2013",0.150074601816573,
"AUT","GFCFASSET","CULTASSET","PC_GFCF","A","2014",0.165578835792687,
"AUT","GFCFASSET","CULTASSET","PC_GFCF","A","2015",0.147184400808465,
"AUT","GFCFASSET","CULTASSET","PC_GFCF","A","2016",0.134178293941125,
"AUT","GFCFASSET","CULTASSET","PC_GFCF","A","2017",0.116761061880043,
"ITA","GFCFASSET","CULTASSET","PC_GFCF","A","2007",0.198717538817465,
"ITA","GFCFASSET","CULTASSET","PC_GFCF","A","2008",0.176554711192721,
"ITA","GFCFASSET","CULTASSET","PC_GFCF","A","2009",0.205815054655508,
"ITA","GFCFASSET","CULTASSET","PC_GFCF","A","2010",0.21156137608019,
"ITA","GFCFASSET","CULTASSET","PC_GFCF","A","2011",0.21411453185478,
"ITA","GFCFASSET","CULTASSET","PC_GFCF","A","2012",0.241148789343263,
"ITA","GFCFASSET","CULTASSET","PC_GFCF","A","2013",0.257493107252168,
"ITA","GFCFASSET","CULTASSET","PC_GFCF","A","2014",0.24429499550671,
"ITA","GFCFASSET","CULTASSET","PC_GFCF","A","2015",0.232482720226604,
"ITA","GFCFASSET","CULTASSET","PC_GFCF","A","2016",0.221531542306941,
"ITA","GFCFASSET","CULTASSET","PC_GFCF","A","2017",0.216681086841264,
"CZE","GFCFASSET","CULTASSET","PC_GFCF","A","2007",0.39026759692661,
"CZE","GFCFASSET","CULTASSET","PC_GFCF","A","2008",0.345863371095091,
"CZE","GFCFASSET","CULTASSET","PC_GFCF","A","2009",0.364715685407799,
"CZE","GFCFASSET","CULTASSET","PC_GFCF","A","2010",0.339715902962431,
"CZE","GFCFASSET","CULTASSET","PC_GFCF","A","2011",0.3377640656147,
"CZE","GFCFASSET","CULTASSET","PC_GFCF","A","2012",0.193356484144103,
"CZE","GFCFASSET","CULTASSET","PC_GFCF","A","2013",0.283811821565609,
"CZE","GFCFASSET","CULTASSET","PC_GFCF","A","2014",0.310126144408828,
"CZE","GFCFASSET","CULTASSET","PC_GFCF","A","2015",0.276164057400029,
"CZE","GFCFASSET","CULTASSET","PC_GFCF","A","2016",0.324888366943828,
"CZE","GFCFASSET","CULTASSET","PC_GFCF","A","2017",0.231676157337562,
"SVK","GFCFASSET","CULTASSET","PC_GFCF","A","2007",3.02555709510157,
"SVK","GFCFASSET","CULTASSET","PC_GFCF","A","2008",2.86216856963006,
"SVK","GFCFASSET","CULTASSET","PC_GFCF","A","2009",0.773508193669438,
"SVK","GFCFASSET","CULTASSET","PC_GFCF","A","2010",1.36624695437178,
"SVK","GFCFASSET","CULTASSET","PC_GFCF","A","2011",1.86519999915025,
"SVK","GFCFASSET","CULTASSET","PC_GFCF","A","2012",1.85401867303746,
"SVK","GFCFASSET","CULTASSET","PC_GFCF","A","2013",1.67447952118479,
"SVK","GFCFASSET","CULTASSET","PC_GFCF","A","2014",1.07473330276476,
"SVK","GFCFASSET","CULTASSET","PC_GFCF","A","2015",0.966142791957387,
"SVK","GFCFASSET","CULTASSET","PC_GFCF","A","2016",1.19845916113819,
"SVK","GFCFASSET","CULTASSET","PC_GFCF","A","2017",1.24177745860783,
"SVN","GFCFASSET","CULTASSET","PC_GFCF","A","2007",0.304545244702343,
"SVN","GFCFASSET","CULTASSET","PC_GFCF","A","2008",0.298425210540575,
"SVN","GFCFASSET","CULTASSET","PC_GFCF","A","2009",0.451279801398455,
"SVN","GFCFASSET","CULTASSET","PC_GFCF","A","2010",0.420675413367211,
"SVN","GFCFASSET","CULTASSET","PC_GFCF","A","2011",0.412243142940063,
"SVN","GFCFASSET","CULTASSET","PC_GFCF","A","2012",0.393700944452046,
"SVN","GFCFASSET","CULTASSET","PC_GFCF","A","2013",0.519158716592094,
"SVN","GFCFASSET","CULTASSET","PC_GFCF","A","2014",0.582185134471017,
"SVN","GFCFASSET","CULTASSET","PC_GFCF","A","2015",0.63241817314972,
"SVN","GFCFASSET","CULTASSET","PC_GFCF","A","2016",0.53174107295619,
"SVN","GFCFASSET","CULTASSET","PC_GFCF","A","2017",0.501129930834647,
"GRC","GFCFASSET","CULTASSET","PC_GFCF","A","2007",0.141378648637088,
"GRC","GFCFASSET","CULTASSET","PC_GFCF","A","2008",0.225345977447378,
"GRC","GFCFASSET","CULTASSET","PC_GFCF","A","2009",0.262012956421716,
"GRC","GFCFASSET","CULTASSET","PC_GFCF","A","2010",0.190312010946652,
"GRC","GFCFASSET","CULTASSET","PC_GFCF","A","2011",0.332711108673032,"E"
"GRC","GFCFASSET","CULTASSET","PC_GFCF","A","2012",0.43356681346932,"E"
"GRC","GFCFASSET","CULTASSET","PC_GFCF","A","2013",0.402546075101597,"E"
"GRC","GFCFASSET","CULTASSET","PC_GFCF","A","2014",0.457961937379047,"E"
"GRC","GFCFASSET","CULTASSET","PC_GFCF","A","2015",0.377446227610242,"E"
"GRC","GFCFASSET","CULTASSET","PC_GFCF","A","2016",0.370537126678119,"E"
"GRC","GFCFASSET","CULTASSET","PC_GFCF","A","2017",0.405693194316285,"E"
"NLD","GFCFASSET","CULTASSET","PC_GFCF","A","2007",0.211473659395671,
"NLD","GFCFASSET","CULTASSET","PC_GFCF","A","2008",0.175351576417658,
"NLD","GFCFASSET","CULTASSET","PC_GFCF","A","2009",0.19980770386395,
"NLD","GFCFASSET","CULTASSET","PC_GFCF","A","2010",0.205722092487569,
"NLD","GFCFASSET","CULTASSET","PC_GFCF","A","2011",0.152712556789982,
"NLD","GFCFASSET","CULTASSET","PC_GFCF","A","2012",0.204889596343006,
"NLD","GFCFASSET","CULTASSET","PC_GFCF","A","2013",0.260646502305402,
"NLD","GFCFASSET","CULTASSET","PC_GFCF","A","2014",0.281873740879311,
"NLD","GFCFASSET","CULTASSET","PC_GFCF","A","2015",0.232736522588555,
"NLD","GFCFASSET","CULTASSET","PC_GFCF","A","2016",0.240691724016234,
"NLD","GFCFASSET","CULTASSET","PC_GFCF","A","2017",0.073413183949629,"E"
"DEU","GFCFASSET","CULTASSET","PC_GFCF","A","2007",0.038965842581952,
"DEU","GFCFASSET","CULTASSET","PC_GFCF","A","2008",0.120581633573921,
"DEU","GFCFASSET","CULTASSET","PC_GFCF","A","2009",0.063637385691346,
"DEU","GFCFASSET","CULTASSET","PC_GFCF","A","2010",0.0602254665978,
"DEU","GFCFASSET","CULTASSET","PC_GFCF","A","2011",0.053667165004627,
"DEU","GFCFASSET","CULTASSET","PC_GFCF","A","2012",0.061109048104898,
"DEU","GFCFASSET","CULTASSET","PC_GFCF","A","2013",0.100583383625025,
"DEU","GFCFASSET","CULTASSET","PC_GFCF","A","2014",0.136158856537923,
"DEU","GFCFASSET","CULTASSET","PC_GFCF","A","2015",0.113788376740269,
"DEU","GFCFASSET","CULTASSET","PC_GFCF","A","2016",0.074286822842488,
"DEU","GFCFASSET","CULTASSET","PC_GFCF","A","2017",0.094784309366372,
"DNK","GFCFASSET","CULTASSET","PC_GFCF","A","2007",-0.04133423991469,
"DNK","GFCFASSET","CULTASSET","PC_GFCF","A","2008",0.002661324662254,
"DNK","GFCFASSET","CULTASSET","PC_GFCF","A","2009",0.035124389281879,
"DNK","GFCFASSET","CULTASSET","PC_GFCF","A","2010",-0.016157305083454,
"DNK","GFCFASSET","CULTASSET","PC_GFCF","A","2011",-0.043834015195792,
"DNK","GFCFASSET","CULTASSET","PC_GFCF","A","2012",0.000562053518736,
"DNK","GFCFASSET","CULTASSET","PC_GFCF","A","2013",-0.016319869441044,
"DNK","GFCFASSET","CULTASSET","PC_GFCF","A","2014",-0.020281090648573,
"DNK","GFCFASSET","CULTASSET","PC_GFCF","A","2015",0.007344691434317,
"DNK","GFCFASSET","CULTASSET","PC_GFCF","A","2016",-0.016836973044243,
"DNK","GFCFASSET","CULTASSET","PC_GFCF","A","2017",-0.00045329991002,
"CHE","GFCFASSET","CULTASSET","PC_GFCF","A","2007",0.173146754337143,
"CHE","GFCFASSET","CULTASSET","PC_GFCF","A","2008",0.120355089189344,
"CHE","GFCFASSET","CULTASSET","PC_GFCF","A","2009",0.156379174285861,
"CHE","GFCFASSET","CULTASSET","PC_GFCF","A","2010",0.153586802184629,
"CHE","GFCFASSET","CULTASSET","PC_GFCF","A","2011",0.165078589512166,
"CHE","GFCFASSET","CULTASSET","PC_GFCF","A","2012",0.138320560091536,
"CHE","GFCFASSET","CULTASSET","PC_GFCF","A","2013",0.149210651551476,
"CHE","GFCFASSET","CULTASSET","PC_GFCF","A","2014",0.137522112181585,
"CHE","GFCFASSET","CULTASSET","PC_GFCF","A","2015",0.135510646567438,"E"
"CHE","GFCFASSET","CULTASSET","PC_GFCF","A","2016",0.151785588212708,"E"
"ISR","GFCFASSET","CULTASSET","PC_GFCF","A","2007",0.171399813896606,
"ISR","GFCFASSET","CULTASSET","PC_GFCF","A","2008",0.158602663413587,
"ISR","GFCFASSET","CULTASSET","PC_GFCF","A","2009",0.316913538816293,
"ISR","GFCFASSET","CULTASSET","PC_GFCF","A","2010",0.344805416696133,
"ISR","GFCFASSET","CULTASSET","PC_GFCF","A","2011",0.244512753770823,
"ISR","GFCFASSET","CULTASSET","PC_GFCF","A","2012",0.254780155426493,
"ISR","GFCFASSET","CULTASSET","PC_GFCF","A","2013",0.184777128910421,
"ISR","GFCFASSET","CULTASSET","PC_GFCF","A","2014",0.204773524432526,
"ISR","GFCFASSET","CULTASSET","PC_GFCF","A","2015",0.16030253433107,
"ISR","GFCFASSET","CULTASSET","PC_GFCF","A","2016",0.03948401772439,
"ISR","GFCFASSET","CULTASSET","PC_GFCF","A","2017",0.180748422575999,
"PRT","GFCFASSET","CULTASSET","PC_GFCF","A","2007",1.06283146859486,
"PRT","GFCFASSET","CULTASSET","PC_GFCF","A","2008",0.967247242509136,
"PRT","GFCFASSET","CULTASSET","PC_GFCF","A","2009",1.09343265597702,
"PRT","GFCFASSET","CULTASSET","PC_GFCF","A","2010",1.11624906829668,
"PRT","GFCFASSET","CULTASSET","PC_GFCF","A","2011",1.29916968560515,
"PRT","GFCFASSET","CULTASSET","PC_GFCF","A","2012",1.56949013222643,
"PRT","GFCFASSET","CULTASSET","PC_GFCF","A","2013",1.67028182642234,
"PRT","GFCFASSET","CULTASSET","PC_GFCF","A","2014",1.68751426340945,
"PRT","GFCFASSET","CULTASSET","PC_GFCF","A","2015",1.69178698223322,
"PRT","GFCFASSET","CULTASSET","PC_GFCF","A","2016",1.69720845009999,
"PRT","GFCFASSET","CULTASSET","PC_GFCF","A","2017",1.54513552422432,"E"
"AUS","GFCFASSET","CULTASSET","PC_GFCF","A","2007",1.16475405387477,
"AUS","GFCFASSET","CULTASSET","PC_GFCF","A","2008",1.01389053096605,
"AUS","GFCFASSET","CULTASSET","PC_GFCF","A","2009",0.945888562414681,
"AUS","GFCFASSET","CULTASSET","PC_GFCF","A","2010",1.35662556753032,
"AUS","GFCFASSET","CULTASSET","PC_GFCF","A","2011",0.994699011899729,
"AUS","GFCFASSET","CULTASSET","PC_GFCF","A","2012",0.962685095634701,
"AUS","GFCFASSET","CULTASSET","PC_GFCF","A","2013",0.808419161592604,
"AUS","GFCFASSET","CULTASSET","PC_GFCF","A","2014",0.65791342048714,
"AUS","GFCFASSET","CULTASSET","PC_GFCF","A","2015",0.747070709000674,
"AUS","GFCFASSET","CULTASSET","PC_GFCF","A","2016",1.25678194488965,
"GBR","GFCFASSET","CULTASSET","PC_GFCF","A","2007",0.307258111323931,
"GBR","GFCFASSET","CULTASSET","PC_GFCF","A","2008",0.416054459941376,
"GBR","GFCFASSET","CULTASSET","PC_GFCF","A","2009",0.560738994970213,
"GBR","GFCFASSET","CULTASSET","PC_GFCF","A","2010",0.460690464930448,
"GBR","GFCFASSET","CULTASSET","PC_GFCF","A","2011",0.49097529462433,
"GBR","GFCFASSET","CULTASSET","PC_GFCF","A","2012",0.515668534108272,
"GBR","GFCFASSET","CULTASSET","PC_GFCF","A","2013",0.50389649155849,
"GBR","GFCFASSET","CULTASSET","PC_GFCF","A","2014",0.484714486160126,
"GBR","GFCFASSET","CULTASSET","PC_GFCF","A","2015",0.383806256104586,
"GBR","GFCFASSET","CULTASSET","PC_GFCF","A","2016",0.411233337959583,
"GBR","GFCFASSET","CULTASSET","PC_GFCF","A","2017",0.401210189084916,
"EA","GFCFASSET","CULTASSET","PC_GFCF","A","2007",0.224468021817146,
"EA","GFCFASSET","CULTASSET","PC_GFCF","A","2008",0.240196730308041,
"EA","GFCFASSET","CULTASSET","PC_GFCF","A","2009",0.234563854569251,
"EA","GFCFASSET","CULTASSET","PC_GFCF","A","2010",0.221715190345185,
"EA","GFCFASSET","CULTASSET","PC_GFCF","A","2011",0.219513921483982,
"EA","GFCFASSET","CULTASSET","PC_GFCF","A","2012",0.239921599023765,
"EA","GFCFASSET","CULTASSET","PC_GFCF","A","2013",0.264051165897182,
"EA","GFCFASSET","CULTASSET","PC_GFCF","A","2014",0.282995644173143,
"EA","GFCFASSET","CULTASSET","PC_GFCF","A","2015",0.291838987117383,
"EA","GFCFASSET","CULTASSET","PC_GFCF","A","2016",0.272795876435566,
"EA","GFCFASSET","CULTASSET","PC_GFCF","A","2017",0.248579614538367,
"EU","GFCFASSET","CULTASSET","PC_GFCF","A","2007",0.238085832780162,
"EU","GFCFASSET","CULTASSET","PC_GFCF","A","2008",0.259601168449539,
"EU","GFCFASSET","CULTASSET","PC_GFCF","A","2009",0.272481219230991,
"EU","GFCFASSET","CULTASSET","PC_GFCF","A","2010",0.252855227015191,
"EU","GFCFASSET","CULTASSET","PC_GFCF","A","2011",0.256351845960941,
"EU","GFCFASSET","CULTASSET","PC_GFCF","A","2012",0.279541173552002,
"EU","GFCFASSET","CULTASSET","PC_GFCF","A","2013",0.291202534948513,
"EU","GFCFASSET","CULTASSET","PC_GFCF","A","2014",0.305075283108467,
"EU","GFCFASSET","CULTASSET","PC_GFCF","A","2015",0.296090202308063,
"EU","GFCFASSET","CULTASSET","PC_GFCF","A","2016",0.286694392554321,
"EU","GFCFASSET","CULTASSET","PC_GFCF","A","2017",0.263541319936027,
"BRA","GFCFASSET","CULTASSET","PC_GFCF","A","2010",1.88922558669384,
"BRA","GFCFASSET","CULTASSET","PC_GFCF","A","2011",1.56919573313583,
"BRA","GFCFASSET","CULTASSET","PC_GFCF","A","2012",1.52737954404187,
"BRA","GFCFASSET","CULTASSET","PC_GFCF","A","2013",1.38850022960794,
"BRA","GFCFASSET","CULTASSET","PC_GFCF","A","2014",1.43793433427402,
"BRA","GFCFASSET","CULTASSET","PC_GFCF","A","2015",1.72134389754226,
"IDN","GFCFASSET","CULTASSET","PC_GFCF","A","2010",5.90567895759406,
"IDN","GFCFASSET","CULTASSET","PC_GFCF","A","2011",5.95184477678797,
"IDN","GFCFASSET","CULTASSET","PC_GFCF","A","2012",5.64830795304934,
"IDN","GFCFASSET","CULTASSET","PC_GFCF","A","2013",5.80959462684006,
"IDN","GFCFASSET","CULTASSET","PC_GFCF","A","2014",5.86792001652105,
"IDN","GFCFASSET","CULTASSET","PC_GFCF","A","2015",5.96284548469992,
"IDN","GFCFASSET","CULTASSET","PC_GFCF","A","2016",6.10573251831481,
"IDN","GFCFASSET","CULTASSET","PC_GFCF","A","2017",5.82727912806998,
